model,device,context_window_size,prefill_chunk_size,max_batch_size,sliding_window_size,attention_sink_size,num_runs,max_tokens,metric_name,metric_value
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,engine_prefill_time_sum,0.788726148
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,engine_decode_time_sum,2.2254114250000017
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,engine_jump_forward_time_sum,7.983700000000004e-05
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,prompt_tokens_sum,114
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,completion_tokens_sum,384
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,prefill_tokens_sum,40
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,decode_tokens_sum,381
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,jump_forward_tokens_sum,0
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,prefill_tokens_per_s,50.71468734925218
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,decode_tokens_per_s,171.2042976502647
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_prompt_tokens,38
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_completion_tokens,128
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_prefill_tokens,1
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_decode_tokens,127
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_jump_forward_tokens,0
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_prefill_tokens_per_s,156.73285965528487
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_decode_tokens_per_s,174.92281124636986
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_end_to_end_latency_s,0.7324148070000001
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_ttft_s,0.0063802830000000005
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,last_finished_request_inter_token_latency_s,0.0057219906796875004
HF://mlc-ai/Llama-3.2-1B-Instruct-q0f16-MLC,vulkan:0,4096,1024,1,-1,0,3,128,decode_time_by_batch_size_mean{batch_size=1},0.005523422413157896
