model,device,context_window_size,prefill_chunk_size,max_batch_size,sliding_window_size,attention_sink_size,num_runs,max_tokens,metric_name,metric_value
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,engine_prefill_time_sum,0.11946379600000001
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,engine_decode_time_sum,1.2280677970000005
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,engine_jump_forward_time_sum,2.7720999999999998e-05
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,prompt_tokens_sum,39
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,completion_tokens_sum,128
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,prefill_tokens_sum,39
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,decode_tokens_sum,127
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,jump_forward_tokens_sum,0
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,prefill_tokens_per_s,326.458737339972
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,decode_tokens_per_s,103.41448600007541
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_prompt_tokens,39
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_completion_tokens,128
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_prefill_tokens,39
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_decode_tokens,127
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_jump_forward_tokens,0
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_prefill_tokens_per_s,326.4001341755628
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_decode_tokens_per_s,103.23682724645462
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_end_to_end_latency_s,1.349666406
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_ttft_s,0.119485245
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,last_finished_request_inter_token_latency_s,0.010544268796875
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,decode_time_by_batch_size_mean{batch_size=1},0.009619199007936513
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,-1,0,1,128,decode_time_by_batch_size_count{batch_size=1},126
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,0,1,128,engine_prefill_time_sum,0.161888463
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,0,1,128,engine_decode_time_sum,1.2335298090000004
HF://mlc-ai/Llama-3-8B-Instruct-q4f16_1-MLC,vulkan:0,4096,1024,1,2048,0,1,128,engine_jump_forward_time_sum,2.7823000000000008e-05
